SlNo,Property_Name,Property_Type,Address,Landmarks,City,State_code,Country,Carpet_area,Builtup_Area,Floor,Beds,Bathroom,Balcony,BHK_Type,Status,Furnished_status,Price_per_square_feet,Year_Built,Transaction_type,Facing,Car_Parking,Type_of_ownership,Booking_amount,Buy_total_price
5262,"2BHK Multistorey Apartment for Resale in Arjun Nagar, Sector 8",Apartment,"Gurgaon, Delhi NCR",,Gurgaon,Delhi NCR,India,,700,3,2,2,1,2,Ready to Move,Unfurnished,6429,,Resale,East,,Freehold,0,4500000
5263,3BHK Multistorey Apartment for Resale in Diplomats Golf Links at Sector 110,Apartment,"Gurgaon, Delhi NCR",,Gurgaon,Delhi NCR,India,,1100,18,3,2,,3,Ready to Move,Semi-Furnished,5182,,Resale,,,,0,5700000
5264,"2BHK Multistorey Apartment for Resale in Conscient Habitat at Sector 99A, Delhi Gurgaon Expressway",Apartment,"Gurgaon, Delhi NCR",,Gurgaon,Delhi NCR,India,,450,12,2,1,1,2,Ready to Move,Unfurnished,9333,,Resale,,,,500000,4200000
5265,3BHK Multistorey Apartment for Resale in Mahindra Aura Phase I at Sector 110A,Apartment,"Gurgaon, Delhi N",Club at back,Gurgaon,Delhi N,India,1615,1615,12,3,3,3,3,Ready to Move,Unfurnished,10836,,Resale,East,,Freehold,500000,17500000
5266,2BHK Multistorey Apartment for Resale in Supertech Araville at Sector 79,Apartment,"Gurgaon, Delhi N",,Gurgaon,Delhi N,India,,1530,16,2,2,,2,Ready to Move,Semi-Furnished,7190,,Resale,,1 Covered,,0,11000000
5267,3BHK Multistorey Apartment for Resale in Sector 103,Apartment,"Gurgaon, Delhi N",,Gurgaon,Delhi N,India,,,,3,3,,3,Ready to Move,Furnished,,,Resale,,,Freehold,0,10000000
5268,4BHK Builder Floor Apartment for Resale in Block A Sushant Lok Phase 1,Builder Floor Apartment,"Gurgaon, Delhi N",,Gurgaon,Delhi N,India,3000,,5,4,5,2,4,Ready to Move,Semi-Furnished,,,Resale,,,,0,46000000
5269,2BHK Multistorey Apartment for Resale in Paras Dews at Sector 106,Apartment,"Gurgaon, Delhi N","Elan project, Dwarka Expressway",Gurgaon,Delhi N,India,,1385,8,2,2,3,2,Ready to Move,Unfurnished,10108,,Resale,North - East,,Freehold,0,14000000
5270,2BHK Multistorey Apartment for New Property in Breez Global Heights at Sohna,Apartment,"Gurgaon, Delhi NCR",,Gurgaon,Delhi NCR,India,555,761,20,2,2,1,2,Ready to Move,Semi-Furnished,4468,,New Property,,,Freehold,0,3400000
5271,3BHK Multistorey Apartment for Resale in Nandaka at Sector 84,Apartment,"Gurgaon, Delhi N",,Gurgaon,Delhi N,India,1775,3050,42,3,3,3,3,Under Construction,Semi-Furnished,16393,,Resale,North - East,,Freehold,0,50000000
5272,4BHK Builder Floor Apartment for Resale in ,Builder Floor Apartment,"Gurgaon, Delhi N",,Gurgaon,Delhi N,India,,4500,2,4,4,,4,Ready to Move,Furnished,12778,,Resale,,,,0,57500000
5273,3BHK Multistorey Apartment for Resale in BPTP Amstoria at Sector 102,Apartment,"Gurgaon, Delhi N",,Gurgaon,Delhi N,India,1999,1999,2,3,3,2,3,Ready to Move,Unfurnished,8504,,Resale,,,,17000000,17000000
5274,2BHK Multistorey Apartment for Resale in Trisara Our Homes 3 at Sector 6 Sohna,Apartment,"Gurgaon, Delhi NCR",,Gurgaon,Delhi NCR,India,602,900,1,2,2,2,2,Ready to Move,Furnished,4478,,Resale,,,,100000,4030000
5275,3BHK Multistorey Apartment for Resale in M3M at Dwarka Expressway,Apartment,"Gurgaon, Delhi N",,Gurgaon,Delhi N,India,,2100,30,3,3,,3,Under Construction,Unfurnished,19048,,Resale,,,,0,40000000
5276,2BHK Multistorey Apartment for Resale in MVN Athens at Sector 5,Apartment,"Gurgaon, Delhi NCR",,Gurgaon,Delhi NCR,India,,481,14,2,2,,2,Ready to Move,Unfurnished,4345,,Resale,,,,0,2090000
5277,"3BHK Multistorey Apartment for Resale in Sector 37D, Delhi Gurgaon Expressway",Apartment,"Gurgaon, Delhi NCR",,Gurgaon,Delhi NCR,India,,1225,20,3,2,3,3,Ready to Move,Semi-Furnished,4200,,Resale,,,,0,5150000
5278,3BHK Multistorey Apartment for Resale in Ansals Highland Park at Sector 103,Apartment,"Gurgaon, Delhi N",,Gurgaon,Delhi N,India,,1762,10,3,3,,3,Under Construction,Unfurnished,7094,,Resale,,,,0,12500000
5279,3BHK Builder Floor Apartment for Resale in Sector 67,Builder Floor Apartment,"Gurgaon, Delhi NCR",,Gurgaon,Delhi NCR,India,,1394,3,3,3,3,3,Ready to Move,Furnished,6098,,Resale,,,Leasehold,0,8500000
5280,"3BHK Multistorey Apartment for Resale in Orchid Island at Orchid Island, Sector 51, Sohna Road",Apartment,"Gurgaon, Delhi N",Near to Artemis hospital,Gurgaon,Delhi N,India,,1575,2,3,3,3,3,Ready to Move,Unfurnished,8571,,Resale,,,Freehold,1350000,13500000
5281,3BHK Multistorey Apartment for Resale in Bestech Altura at Sector 79,Apartment,"Gurgaon, Delhi N",jms osswalk,Gurgaon,Delhi N,India,,2015,24,3,3,3,3,Ready to Move,Semi-Furnished,8288,,Resale,East,,Freehold,100000,16700000
5282,2BHK Multistorey Apartment for Resale in Sector 90,Apartment,"Gurgaon, Delhi NCR",,Gurgaon,Delhi NCR,India,,1350,20,2,2,,2,Ready to Move,Furnished,5556,,Resale,,,,0,7500000
5283,4BHK Multistorey Apartment for Resale in Sare escent Parc at Sector 92,Apartment,"Gurgaon, Delhi N",,Gurgaon,Delhi N,India,,2040,25,4,4,,4,Ready to Move,Semi-Furnished,5392,,Resale,,,,0,11000000
5284,"4BHK Multistorey Apartment for Resale in Sector 37C, Delhi Gurgaon Expressway",Apartment,"Gurgaon, Delhi NCR",Sec-37D,Gurgaon,Delhi NCR,India,,1894,12,4,4,3,4,,Semi-Furnished,4500,,Resale,,,Freehold,0,8520000
5285,2BHK Builder Floor Apartment for Resale in Sohna,Builder Floor Apartment,"Gurgaon, Delhi NCR",,Gurgaon,Delhi NCR,India,,1020,4,2,2,,2,Under Construction,Unfurnished,8333,,Resale,,,,0,8500000
5286,1BHK Multistorey Apartment for Resale in Tulip Ivory at Sector 70,Apartment,"Gurgaon, Delhi NCR",Ambrosia Project,Gurgaon,Delhi NCR,India,180,200,4,1,1,1,1,Ready to Move,Furnished,9000,,Resale,North,,Freehold,100000,1800000
5287,3BHK Multistorey Apartment for Resale in The ew Dos Cooperative Housing Society at Manesar,Apartment,"Gurgaon, Delhi N",,Gurgaon,Delhi N,India,,2480,7,3,4,,3,Ready to Move,Semi-Furnished,4758,,Resale,,2 Covered,Freehold,0,11800000
5288,3BHK Multistorey Apartment for Resale in Smart World Gems at Sector 89,Apartment,"Gurgaon, Delhi N",,Gurgaon,Delhi N,India,,1423,4,3,3,3,3,Under Construction,Unfurnished,9838,,Resale,South -West,,Freehold,0,14000000
5289,3BHK Multistorey Apartment for Resale in M3M Marina at Sector 68,Apartment,"Gurgaon, Delhi N",,Gurgaon,Delhi N,India,,1550,14,3,2,4,3,Ready to Move,Unfurnished,10968,,Resale,East,,Freehold,0,17000000
5290,3BHK Builder Floor Apartment for Resale in Sushant Lok,Builder Floor Apartment,"Gurgaon, Delhi N",,Gurgaon,Delhi N,India,1500,1800,3,3,3,4,3,Ready to Move,Unfurnished,13889,,Resale,East,,Freehold,20000000,25000000
5291,"2BHK Multistorey Apartment for Resale in Patel Nagar, Delhi Gurgaon Expressway",Apartment,"Gurgaon, Delhi NCR",,Gurgaon,Delhi NCR,India,579,,4,2,2,1,2,Ready to Move,Semi-Furnished,,,Resale,West,,,250000,4800000
5292,2BHK Multistorey Apartment for Resale in CHD Avenue 71 at Sector 71,Apartment,"Gurgaon, Delhi N",,Gurgaon,Delhi N,India,,1198,10,2,2,2,2,Ready to Move,Unfurnished,9599,,Resale,,,Freehold,0,11500000
5293,3BHK Multistorey Apartment for Resale in Tulip Petals at Sector 89,Apartment,"Gurgaon, Delhi N",,Gurgaon,Delhi N,India,,1550,12,3,2,3,3,Ready to Move,Unfurnished,12903,,Resale,,,Co-operative Society,1250000,20000000
5294,2BHK Builder Floor Apartment for Resale in Sohna Road,Builder Floor Apartment,"Gurgaon, Delhi NCR","The Society is in close proximity to all the major malls and NH-8. All daily needs items available within walking distance. Well connected to Sohna Road, NH-8, Golf Course Extn road.",Gurgaon,Delhi NCR,India,,800,3,2,2,3,2,Ready to Move,Unfurnished,8750,,Resale,East,,Power Of Attorney,500000,7000000
5295,"3BHK Builder Floor Apartment for Resale in Ardee City, Sector 52",Builder Floor Apartment,"Gurgaon, Delhi NCR",,Gurgaon,Delhi NCR,India,,1250,3,3,3,,3,Ready to Move,Semi-Furnished,6800,,Resale,,,,0,8500000
5296,4BHK Multistorey Apartment for New Property in Sector 24,Apartment,"Gurgaon, Delhi N",,Gurgaon,Delhi N,India,,6300,11,4,5,3,4,Ready to Move,Semi-Furnished,28571,,New Property,East,,Freehold,0,180000000
5297,3BHK Multistorey Apartment for Resale in Dwarka Expressway,Apartment,"Gurgaon, Delhi N",,Gurgaon,Delhi N,India,,3350,,3,3,,3,Ready to Move,,7463,,Resale,,,Freehold,0,25000000
5298,3BHK Builder Floor Apartment for Resale in DLF City Plot Phase 1 at Phase 1 DLF,Builder Floor Apartment,"Gurgaon, Delhi N",,Gurgaon,Delhi N,India,2000,2100,2,3,3,3,3,Ready to Move,Semi-Furnished,11429,,Resale,,,Freehold,0,24000000
5299,3BHK Multistorey Apartment for New Property in 106 Golf Avenue at Sector 106,Apartment,"Gurgaon, Delhi NCR",,Gurgaon,Delhi NCR,India,1657,1800,12,3,3,4,3,Ready to Move,Unfurnished,5278,,New Property,North - East,,Co-operative Society,0,9500000
5300,2BHK Multistorey Apartment for Resale in Godrej Icon at Sector 88A,Apartment,"Gurgaon, Delhi N",,Gurgaon,Delhi N,India,870,1630,16,2,2,4,2,Ready to Move,Unfurnished,9632,,Resale,East,,Freehold,0,15700000
5301,2BHK Multistorey Apartment for Resale in Signature Global Park at Sector 36 Sohna,Apartment,"Gurgaon, Delhi NCR",,Gurgaon,Delhi NCR,India,845,1130,4,2,2,3,2,Ready to Move,Unfurnished,4867,,Resale,North - East,1 Covered,Freehold,6000000,5500000
5302,3BHK Multistorey Apartment for Resale in Shapoorji Pallonji Joyville at Sector 102,Apartment,"Gurgaon, Delhi N",,Gurgaon,Delhi N,India,,1852,26,3,3,3,3,Ready to Move,Unfurnished,15119,,Resale,,,Freehold,1000000,28000000
5303,2BHK Multistorey Apartment for Resale in Suncity Township at Sector 54,Apartment,"Gurgaon, Delhi N",,Gurgaon,Delhi N,India,875,926,2,2,2,2,2,Ready to Move,Semi-Furnished,12959,,Resale,,,,120000,12000000
5304,2BHK Multistorey Apartment for Resale in Pyramid Fusion Homes at Sector 70A,Apartment,"Gurgaon, Delhi NCR",,Gurgaon,Delhi NCR,India,578,678,13,2,2,1,2,Ready to Move,Unfurnished,7522,,Resale,,,,0,5100000
5305,"3BHK Builder Floor Apartment for Resale in Dayanand Colony, Sector 6",Builder Floor Apartment,"Gurgaon, Delhi NCR",Sector 5 Police station,Gurgaon,Delhi NCR,India,,1000,3,3,2,2,3,Ready to Move,Semi-Furnished,5500,,Resale,East,1 Covered,Freehold,0,5500000
5306,3BHK Multistorey Apartment for Resale in Emaar Palm Gardens at Sector 83,Apartment,"Gurgaon, Delhi N",,Gurgaon,Delhi N,India,,1900,16,3,4,,3,Ready to Move,Furnished,9474,,Resale,,,,0,18000000
5307,3BHK Builder Floor Apartment for Resale in Block B Sushant Lok 3,Builder Floor Apartment,"Gurgaon, Delhi N",Hongkong Bazar,Gurgaon,Delhi N,India,2200,2400,4,3,3,2,3,Ready to Move,Semi-Furnished,10417,,Resale,West,"1 Covered, 1 Open",Freehold,0,25000000
5308,2BHK Multistorey Apartment for Resale in Ramprastha The Edge Towers at ,Apartment,"Gurgaon, Delhi N",,Gurgaon,Delhi N,India,,1380,19,2,2,,2,Ready to Move,Unfurnished,7971,,Resale,East,1 Covered,,0,11000000
5309,2BHK Multistorey Apartment for Resale in Sector 78,Apartment,"Gurgaon, Delhi NCR",,Gurgaon,Delhi NCR,India,,1621,16,2,2,2,2,Under Construction,Furnished,6107,,Resale,,1 Covered,,0,9900000
5310,2BHK Multistorey Apartment for Resale in Godrej Aristoat at Sector 49,Apartment,"Gurgaon, Delhi N",,Gurgaon,Delhi N,India,1127,1610,32,2,2,2,2,Under Construction,Semi-Furnished,24224,,Resale,North - West,2 Covered,Power Of Attorney,0,39000000
5311,"2BHK Builder Floor Apartment for Resale in Civil Lines, Delhi Gurgaon Expressway",Builder Floor Apartment,"Gurgaon, Delhi N",,Gurgaon,Delhi N,India,1350,1500,4,2,2,2,2,Ready to Move,Semi-Furnished,7000,,Resale,East,,Power Of Attorney,0,10500000
5312,2BHK Multistorey Apartment for New Property in Eldeco Acclaim at Sector 2 Sohna,Apartment,"Gurgaon, Delhi NCR",Near G D Goenka University on National Highway,Gurgaon,Delhi NCR,India,782,1284,17,2,2,3,2,Under Construction,Unfurnished,7009,,New Property,North - East,1 Covered,Freehold,100000,9000000
5313,"2BHK Builder Floor Apartment for Resale in Rajendra Park, Sector 105",Builder Floor Apartment,"Gurgaon, Delhi NCR",chirag hospital,Gurgaon,Delhi NCR,India,550,550,4,2,2,1,2,Ready to Move,Unfurnished,5091,,Resale,South - East,,Freehold,0,2800000
5314,3BHK Multistorey Apartment for Resale in Sector 108,Apartment,"Gurgaon, Delhi N",,Gurgaon,Delhi N,India,,2025,21,3,3,,3,Ready to Move,Semi-Furnished,20988,,Resale,,,,0,42500000
5315,2BHK Multistorey Apartment for Resale in Signature Global Park at Sector 36 Sohna,Apartment,"Gurgaon, Delhi NCR",,Gurgaon,Delhi NCR,India,,745,4,2,2,,2,Under Construction,Semi-Furnished,6711,,Resale,,,,0,5000000
5316,"2BHK Multistorey Apartment for Resale in Sector 37C, Delhi Gurgaon Expressway",Apartment,"Gurgaon, Delhi NCR",,Gurgaon,Delhi NCR,India,,1100,19,2,2,2,2,Under Construction,Unfurnished,7273,,Resale,,1 Covered,,0,8000000
5317,3BHK Multistorey Apartment for Resale in Sare escent ParC Green ParC Phase II at Sector 92,Apartment,"Gurgaon, Delhi N","Sector 92 Gurgaon, 60Meterwide Road Adjacent to Spaze Tristar Mall",Gurgaon,Delhi N,India,,1628,14,3,3,5,3,Ready to Move,Unfurnished,7862,,Resale,North,,Freehold,0,12800000
5318,3BHK Multistorey Apartment for Resale in SS The Coralwood at Sector 84,Apartment,"Gurgaon, Delhi N",,Gurgaon,Delhi N,India,,1890,21,3,3,2,3,Ready to Move,Unfurnished,9259,,Resale,East,,Freehold,1000000,17500000
5319,3BHK Multistorey Apartment for Resale in Khushboo CGHS at Sector 9A,Apartment,"Gurgaon, Delhi N",,Gurgaon,Delhi N,India,1800,2367,12,3,3,2,3,Ready to Move,Unfurnished,5703,,Resale,,,,0,13500000
5320,3BHK Multistorey Apartment for New Property in M3M Capital at Sector 113,Apartment,"Gurgaon, Delhi N",,Gurgaon,Delhi N,India,,1665,41,3,3,3,3,Under Construction,Unfurnished,17958,,New Property,East,,Co-operative Society,0,29900000
5321,2BHK Multistorey Apartment for Resale in Sector 33,Apartment,"Gurgaon, Delhi NCR",,Gurgaon,Delhi NCR,India,,825,,2,,,2,,,5100,,Resale,,,,0,4210000
5322,"2BHK Multistorey Apartment for Resale in Sector 37D, Delhi Gurgaon Expressway",Apartment,"Gurgaon, Delhi NCR",,Gurgaon,Delhi NCR,India,,600,26,2,2,,2,Ready to Move,Furnished,8667,,Resale,,,,0,5200000
5323,3BHK Multistorey Apartment for Resale in Sector 79,Apartment,"Gurgaon, Delhi N",,Gurgaon,Delhi N,India,,2050,19,3,3,,3,Ready to Move,Semi-Furnished,11220,,Resale,,,,0,23000000
5324,1BHK Multistorey Apartment for Resale in Expressway Towers at Sector 109,Apartment,"Gurgaon, Delhi NCR",,Gurgaon,Delhi NCR,India,400,,6,1,1,1,1,Under Construction,Unfurnished,,,Resale,,,,0,2000000
5325,"2BHK Multistorey Apartment for Resale in Patel Nagar, Delhi Gurgaon Expressway",Apartment,"Gurgaon, Delhi NCR",,Gurgaon,Delhi NCR,India,,900,4,2,2,,2,Ready to Move,Semi-Furnished,7222,,Resale,,,,0,6500000
5326,2BHK Builder Floor Apartment for Resale in Sector 105,Builder Floor Apartment,"Gurgaon, Delhi NCR",,Gurgaon,Delhi NCR,India,,650,3,2,2,,2,Ready to Move,Semi-Furnished,4000,,Resale,,,,0,2600000
5327,3BHK Multistorey Apartment for Resale in M3M Golf Estate at Sector 65,Apartment,"Gurgaon, Delhi N",,Gurgaon,Delhi N,India,,2900,28,3,4,3,3,Ready to Move,Semi-Furnished,21552,,Resale,North - West,2 Covered,Freehold,0,62500000
5328,2BHK Multistorey Apartment for Resale in Sector 70A,Apartment,"Gurgaon, Delhi NCR",,Gurgaon,Delhi NCR,India,,600,11,2,2,,2,Ready to Move,Unfurnished,9167,,Resale,,,,0,5500000
5329,"1BHK Multistorey Apartment for Resale in Dharam Colony, Palam Vihar Extension, Old delhi gurgaon road",Apartment,"Gurgaon, Delhi NCR",,Gurgaon,Delhi NCR,India,,550,5,1,1,1,1,Ready to Move,Semi-Furnished,3091,,Resale,,,,0,1700000
5330,3BHK Multistorey Apartment for Resale in Smartworld Orchard at Sector 61,Apartment,"Gurgaon, Delhi N",,Gurgaon,Delhi N,India,,1630,4,3,3,1,3,Ready to Move,Unfurnished,16258,,Resale,,,Freehold,0,26500000
5331,2BHK Multistorey Apartment for Resale in GLS Arawali Homes at Sector 4 Sohna,Apartment,"Gurgaon, Delhi NCR",,Gurgaon,Delhi NCR,India,,470,21,2,2,,2,Ready to Move,Semi-Furnished,6596,,Resale,,,,0,3100000
5332,2BHK Multistorey Apartment for New Property in M3M Antalya Hills Phase II at Sector 79,Apartment,"Gurgaon, Delhi N",,Gurgaon,Delhi N,India,980,1235,4,2,2,3,2,Under Construction,Semi-Furnished,14170,,New Property,,,Freehold,0,17500000
5333,1BHK Multistorey Apartment for Resale in Signature The Serenas at Sector 36 Sohna,Apartment,"Gurgaon, Delhi NCR",,Gurgaon,Delhi NCR,India,488,,14,1,1,1,1,Ready to Move,Semi-Furnished,,,Resale,West,,Freehold,390000,3900000
5334,3BHK Multistorey Apartment for Resale in Hero Homes at Sector 104,Apartment,"Gurgaon, Delhi N",its on Dwarkaexpressway,Gurgaon,Delhi N,India,1082,1689,35,3,3,3,3,Under Construction,Semi-Furnished,14802,,Resale,,1 Covered,Freehold,0,25000000
5335,2BHK Multistorey Apartment for Resale in Pareena Micasa at Sector 68,Apartment,"Gurgaon, Delhi NCR",,Gurgaon,Delhi NCR,India,,865,20,2,1,,2,Under Construction,Unfurnished,8902,,Resale,,,,0,7700000
5336,4BHK Multistorey Apartment for Resale in Sector 23,Apartment,"Gurgaon, Delhi N",Near Usha Stud Farm Asia biggest Stud Farm,Gurgaon,Delhi N,India,1400,1400,4,4,3,3,4,Ready to Move,Semi-Furnished,9286,,Resale,North,,Freehold,1300000,13000000
5337,1BHK Multistorey Apartment for Resale in Breeze Global Heights at Sector 33,Apartment,"Gurgaon, Delhi NCR",,Gurgaon,Delhi NCR,India,469,650,11,1,1,1,1,Ready to Move,Semi-Furnished,4615,,Resale,,,,300000,3000000
5338,2BHK Builder Floor Apartment for Resale in Sector 52,Builder Floor Apartment,"Gurgaon, Delhi NCR",,Gurgaon,Delhi NCR,India,,1000,3,2,2,,2,Ready to Move,Semi-Furnished,8500,,Resale,,1 Open,,0,8500000
5339,1BHK Multistorey Apartment for Resale in Dwarka Expressway,Apartment,"Gurgaon, Delhi NCR",,Gurgaon,Delhi NCR,India,,700,18,1,1,,1,Ready to Move,Furnished,7857,,Resale,,,,0,5500000
5340,1BHK Multistorey Apartment for Resale in Sector 83,Apartment,"Gurgaon, Delhi NCR",,Gurgaon,Delhi NCR,India,,400,14,1,1,,1,Ready to Move,Furnished,11250,,Resale,,,,0,4500000
5341,"2BHK Multistorey Apartment for Resale in Ramprastha The Edge Towers at Sector 37D, Delhi Gurgaon Expressway",Apartment,"Gurgaon, Delhi N",Near Dwarka Expressway.,Gurgaon,Delhi N,India,1300,1410,19,2,2,3,2,Ready to Move,Semi-Furnished,19149,,Resale,East,503 Covered,Freehold,500000,27000000
5342,"2BHK Builder Floor Apartment for Resale in Civil Lines, Delhi Gurgaon Expressway",Builder Floor Apartment,"Gurgaon, Delhi NCR",near Rajiv Chowk,Gurgaon,Delhi NCR,India,632,900,3,2,2,1,2,Ready to Move,Semi-Furnished,7611,,Resale,North - East,,Freehold,0,6850000
5343,3BHK Multistorey Apartment for Resale in Smart World Gems at Sector 89,Apartment,"Gurgaon, Delhi N",,Gurgaon,Delhi N,India,1103,,3,3,3,3,3,Ready to Move,Semi-Furnished,,,Resale,,,,0,15000000
5344,4BHK Builder Floor Apartment for Resale in Sushant Lok C Block at Sushant Lok,Builder Floor Apartment,"Gurgaon, Delhi N",,Gurgaon,Delhi N,India,,2200,4,4,4,,4,Ready to Move,Furnished,15909,,Resale,North - East,2 Covered,Freehold,0,35000000
5345,2BHK Multistorey Apartment for Resale in Cosmos Executive Apartment at Palam Vihar,Apartment,"Gurgaon, Delhi NCR",,Gurgaon,Delhi NCR,India,,1145,17,2,2,2,2,Ready to Move,Unfurnished,7424,,Resale,,,,100000,8500000
5346,"3BHK Multistorey Apartment for Resale in Ramprastha The Rise at Sector 37D, Delhi Gurgaon Expressway",Apartment,"Gurgaon, Delhi N",,Gurgaon,Delhi N,India,,1765,17,3,3,3,3,Under Construction,Semi-Furnished,8215,,Resale,East,,,0,14500000
5347,"2BHK Multistorey Apartment for Resale in Patel Nagar, Delhi Gurgaon Expressway",Apartment,"Gurgaon, Delhi NCR",,Gurgaon,Delhi NCR,India,,650,5,2,2,,2,,Unfurnished,5538,,Resale,,,,0,3600000
5348,2BHK Multistorey Apartment for Resale in Supertech Basera at Sector 79,Apartment,"Gurgaon, Delhi NCR",,Gurgaon,Delhi NCR,India,,750,18,2,2,,2,Under Construction,Semi-Furnished,5333,,Resale,East,1 Open,,0,4000000
5349,3BHK Multistorey Apartment for Resale in Tata La Vida at Sector 113,Apartment,"Gurgaon, Delhi N",,Gurgaon,Delhi N,India,,2217,25,3,3,4,3,Ready to Move,Unfurnished,13893,,Resale,North - East,,Freehold,0,30800000
